"","class","cap_shape","cap_color","bruises","gill_spacing","gill_color","stalk_shape","veil_color","population","habitat"
"7606","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7607","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7608","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7609","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7610","0","convex","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7611","0","bell","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7612","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7613","0","bell","brown","no bruises","close","yellow","enlarging","orange","clustered","leaves"
"7614","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7615","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7616","0","bell","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7617","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7618","0","bell","brown","no bruises","close","brown","enlarging","brown","several","leaves"
"7619","1","flat","brown","no bruises","close","buff","tapering","white","several","paths"
"7620","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7621","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7622","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7623","0","bell","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7624","0","knobbed","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7625","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7626","1","flat","brown","no bruises","close","buff","tapering","white","several","wood"
"7627","0","convex","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7628","0","convex","brown","no bruises","close","orange","enlarging","orange","clustered","leaves"
"7629","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7630","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7631","0","knobbed","brown","no bruises","close","orange","enlarging","orange","several","leaves"
"7632","0","bell","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7633","0","convex","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7634","1","flat","e","no bruises","close","buff","tapering","white","several","paths"
"7635","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7636","1","convex","e","no bruises","close","yellow","enlarging","white","clustered","wood"
"7637","0","flat","brown","no bruises","close","yellow","enlarging","brown","clustered","leaves"
"7638","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7639","1","convex","brown","no bruises","close","buff","tapering","white","several","wood"
"7640","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7641","0","bell","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7642","0","bell","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7643","0","knobbed","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7644","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7645","0","convex","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7646","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7647","1","flat","e","no bruises","close","buff","tapering","white","several","leaves"
"7648","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7649","1","flat","brown","no bruises","close","buff","tapering","white","several","leaves"
"7650","0","bell","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7651","0","knobbed","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7652","0","bell","white","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7653","0","flat","brown","no bruises","close","brown","enlarging","brown","clustered","leaves"
"7654","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7655","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7656","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7657","1","flat","brown","no bruises","close","buff","tapering","white","several","wood"
"7658","1","convex","e","no bruises","close","buff","tapering","white","several","leaves"
"7659","0","flat","brown","no bruises","close","yellow","enlarging","orange","several","leaves"
"7660","0","knobbed","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7661","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7662","1","convex","brown","no bruises","close","buff","tapering","white","several","wood"
"7663","0","bell","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7664","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7665","0","bell","brown","no bruises","close","orange","enlarging","orange","clustered","leaves"
"7666","0","flat","brown","no bruises","close","yellow","enlarging","orange","several","leaves"
"7667","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7668","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7669","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7670","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7671","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7672","0","convex","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7673","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7674","0","flat","cinnamon","bruises","close","white","enlarging","white","several","paths"
"7675","0","bell","brown","no bruises","close","brown","enlarging","brown","several","leaves"
"7676","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7677","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7678","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7679","0","bell","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7680","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7681","0","bell","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7682","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7683","0","convex","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7684","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7685","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7686","0","convex","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7687","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7688","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7689","0","knobbed","brown","no bruises","close","orange","enlarging","brown","several","leaves"
"7690","0","knobbed","brown","no bruises","close","orange","enlarging","brown","several","leaves"
"7691","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7692","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7693","0","knobbed","brown","no bruises","close","yellow","enlarging","brown","clustered","leaves"
"7694","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7695","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7696","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7697","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7698","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7699","0","knobbed","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7700","0","bell","brown","no bruises","close","orange","enlarging","orange","several","leaves"
"7701","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7702","0","flat","brown","no bruises","close","yellow","enlarging","orange","several","leaves"
"7703","0","flat","brown","no bruises","close","white","enlarging","white","solitary","paths"
"7704","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7705","0","flat","grey","bruises","close","white","enlarging","white","solitary","paths"
"7706","0","convex","p","bruises","close","white","enlarging","white","several","paths"
"7707","1","conical","yellow","no bruises","crowded","white","enlarging","yellow","clustered","leaves"
